PetID,PetType,Breed,AgeMonths,Color,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,PreviousOwner,Gender,pet_details,shedding,FoodPreference,MeatConsumption,kid_friendliness,EnergyLevel
17,2,1,-1.37552452506241,9,1,-0.2817303241138486,0,0,0.6041310504342222,1,1,"loyal, courageous, intelligent, obedient, protective, confident, loves to chase squirrels",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
18,2,1,-0.8222522064223032,2,0,1.0824841350104761,1,1,0.13534251665752836,1,1,"loyal, courageous, intelligent, obedient, protective, confident, is very playful",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,0
19,2,1,-1.37552452506241,3,2,-0.39506875087798304,1,1,0.6041310504342222,1,1,"loyal, courageous, intelligent, obedient, protective, confident, is an excellent guard dog",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
20,2,1,-0.6666443668047732,2,0,1.2572151791051727,0,0,1.072919584210916,1,0,"loyal, courageous, intelligent, obedient, protective, confident, enjoys long walks in the park",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
21,2,1,-0.6839341267622766,3,0,1.2470354292161745,1,1,-0.4506431505633389,1,0,"loyal, courageous, intelligent, obedient, protective, confident, prefers quiet evenings at home",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,1
22,2,1,-1.3928142850199132,3,2,-0.34085431146914846,0,1,-0.5678402840075124,0,0,"loyal, courageous, intelligent, obedient, protective, confident, is an excellent guard dog, has expressive eyes",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
23,2,1,-1.3928142850199132,3,2,-0.33273377955769645,0,1,-1.6226144850050737,0,1,"loyal, courageous, intelligent, obedient, protective, confident, is learning new tricks",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
24,2,1,-1.37552452506241,2,1,-0.3236825276563931,0,1,0.057211094361412716,0,1,"loyal, courageous, intelligent, obedient, protective, confident, enjoys long walks in the park, is great with kids",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
25,2,1,-0.9605702860823299,3,0,0.991389916003786,1,0,-0.4506431505633389,1,1,"loyal, courageous, intelligent, obedient, protective, confident, is very playful",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,0
26,2,1,-1.37552452506241,3,2,-0.3946382928826768,1,1,-1.6616801961531313,1,1,"loyal, courageous, intelligent, obedient, protective, confident, is a bit shy around strangers, is very playful",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,0
27,2,1,-1.3063654852323965,2,1,-0.14704350758250137,1,0,0.09627680550947054,1,1,"loyal, courageous, intelligent, obedient, protective, confident, loves belly rubs, is great with kids",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
28,2,1,-1.37552452506241,2,1,-0.3806774930349083,1,0,0.6041310504342222,1,1,"loyal, courageous, intelligent, obedient, protective, confident, is always wagging tail",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
29,2,1,-1.4101040449774165,2,2,-0.4470610963110478,1,0,-1.7007459073011892,1,0,"loyal, courageous, intelligent, obedient, protective, confident, is a bit shy around strangers, prefers quiet evenings at home",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,1
30,2,1,-1.3409450051474032,2,1,-0.2221177087638768,1,0,-0.3334460171191655,0,0,"loyal, courageous, intelligent, obedient, protective, confident, loves to chase squirrels",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
31,2,1,-0.7185136466772832,9,0,1.245243793235711,0,1,0.8385253173225691,1,0,"loyal, courageous, intelligent, obedient, protective, confident, is great with kids, is always wagging tail",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
32,2,1,-0.7703829265497932,2,0,1.1254601305418568,0,1,1.111985295358974,0,1,"loyal, courageous, intelligent, obedient, protective, confident, is an excellent guard dog",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
33,2,1,-1.4101040449774165,9,2,-0.4428844903565904,1,0,-1.7007459073011892,0,1,"loyal, courageous, intelligent, obedient, protective, confident, has a loud bark",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
34,2,1,-1.01243956595484,9,0,0.8137271039410578,0,0,-1.2319573735244953,1,0,"loyal, courageous, intelligent, obedient, protective, confident, prefers quiet evenings at home",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,1
35,2,1,-1.37552452506241,3,2,-0.2810788201209527,0,1,-1.0366288177842062,0,1,"loyal, courageous, intelligent, obedient, protective, confident, is learning new tricks, is an excellent guard dog",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
36,2,1,-1.3928142850199132,9,2,-0.3617257072415625,0,0,-0.8022345508958594,0,0,"loyal, courageous, intelligent, obedient, protective, confident, is a bit shy around strangers",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
37,2,1,-1.4101040449774165,3,2,-0.38416769299685044,1,0,-1.7007459073011892,1,1,"loyal, courageous, intelligent, obedient, protective, confident, is a bit shy around strangers, is learning new tricks",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
38,2,1,-0.6320648468897666,9,0,1.3098822965308796,1,0,1.1901167176550895,0,0,"loyal, courageous, intelligent, obedient, protective, confident, has a loud bark",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
39,2,1,-1.3928142850199132,9,2,-0.4310527124856065,0,1,-0.5678402840075124,0,1,"loyal, courageous, intelligent, obedient, protective, confident, is an excellent guard dog",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
40,2,1,-0.6320648468897666,2,0,1.3047168005872052,0,1,1.6589052514317832,0,0,"loyal, courageous, intelligent, obedient, protective, confident, is great with kids",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
41,2,1,-1.3236552451899,9,1,-0.13325721773282992,1,0,-1.5054173515609002,0,0,"loyal, courageous, intelligent, obedient, protective, confident, is very cuddly",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
42,2,1,-1.4101040449774165,9,2,-0.3975002568514694,1,1,-1.7007459073011892,0,0,"loyal, courageous, intelligent, obedient, protective, confident, is great with kids",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
43,2,1,-1.37552452506241,2,2,-0.34870726138351826,0,0,-1.4272859292647844,0,1,"loyal, courageous, intelligent, obedient, protective, confident, loves to chase squirrels",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
44,2,1,-1.3236552451899,3,1,-0.1993965070116335,0,0,-0.9975631066361484,0,0,"loyal, courageous, intelligent, obedient, protective, confident, is always wagging tail, is very playful",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,0
45,2,1,-0.7703829265497932,2,0,1.1486350582891527,1,1,-1.1928916623764376,0,1,"loyal, courageous, intelligent, obedient, protective, confident, is always wagging tail, is very playful",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,0
46,2,1,-1.37552452506241,2,1,-0.3157714077426576,1,0,0.4088024946939331,1,1,"loyal, courageous, intelligent, obedient, protective, confident, is great with kids, is fluffy",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
47,2,1,-1.3928142850199132,2,2,-0.39665097486073014,1,0,-0.5678402840075124,0,0,"loyal, courageous, intelligent, obedient, protective, confident, is fluffy, loves to fetch",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
48,2,1,-1.3928142850199132,3,2,-0.4405809583817086,0,1,-0.6850374174516859,1,0,"loyal, courageous, intelligent, obedient, protective, confident, is a bit shy around strangers, is great with kids",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
49,2,1,-1.37552452506241,3,2,-0.27728613616230896,1,0,0.213473938953644,1,0,"loyal, courageous, intelligent, obedient, protective, confident, loves belly rubs",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
50,2,1,-0.8568317263373099,3,0,1.03800735349546,0,1,-1.1928916623764376,1,1,"loyal, courageous, intelligent, obedient, protective, confident, has expressive eyes, is an excellent guard dog",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
51,2,1,-1.01243956595484,9,0,0.7416428407270795,1,1,1.5807738291356677,0,0,"loyal, courageous, intelligent, obedient, protective, confident, is learning new tricks, is an excellent guard dog",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
52,2,1,-1.37552452506241,3,1,-0.39618561486580456,0,0,0.5259996281381065,1,1,"loyal, courageous, intelligent, obedient, protective, confident, prefers quiet evenings at home",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,1
53,2,1,-1.3409450051474032,3,1,-0.27547123218209907,1,1,0.9166567396186848,1,1,"loyal, courageous, intelligent, obedient, protective, confident, is an excellent guard dog",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
54,2,1,-1.37552452506241,2,1,-0.35904988727074016,0,0,0.6041310504342222,1,1,"loyal, courageous, intelligent, obedient, protective, confident, is fluffy",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
55,2,1,-1.37552452506241,3,2,-0.27755371815939117,0,1,-0.9975631066361484,1,0,"loyal, courageous, intelligent, obedient, protective, confident, is very playful, is always wagging tail",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,0
56,2,1,-1.4101040449774165,3,2,-0.44074383437993253,0,0,-1.7007459073011892,0,0,"loyal, courageous, intelligent, obedient, protective, confident, enjoys long walks in the park, is an excellent guard dog",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
57,2,1,-1.3236552451899,3,1,-0.17026497132928978,1,0,-1.5054173515609002,1,0,"loyal, courageous, intelligent, obedient, protective, confident, enjoys long walks in the park",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
58,2,1,-1.37552452506241,2,2,-0.38452834699291777,1,0,-0.6459717063036281,0,0,"loyal, courageous, intelligent, obedient, protective, confident, loves to chase squirrels",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
59,2,1,-0.9432805261248266,3,0,1.0163099437320529,0,0,-0.29438030597110765,0,0,"loyal, courageous, intelligent, obedient, protective, confident, is always wagging tail",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
60,2,1,-0.6839341267622766,2,0,1.253783149142596,0,1,1.1510510065070316,1,1,"loyal, courageous, intelligent, obedient, protective, confident, enjoys long walks in the park, is learning new tricks",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
61,2,1,-1.3928142850199132,2,2,-0.40080431281544127,0,0,-0.5678402840075124,1,1,"loyal, courageous, intelligent, obedient, protective, confident, is very cuddly, is very playful",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,0
62,2,1,-1.3409450051474032,2,1,-0.2571825843815222,1,1,0.6041310504342222,0,0,"loyal, courageous, intelligent, obedient, protective, confident, loves to chase squirrels",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
63,2,1,-1.4101040449774165,2,2,-0.4470610963110478,0,0,-1.7007459073011892,1,0,"loyal, courageous, intelligent, obedient, protective, confident, is very playful",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,0
64,2,1,-1.37552452506241,3,2,-0.3373990135068257,0,0,-0.020920327934702925,0,0,"loyal, courageous, intelligent, obedient, protective, confident, loves to chase squirrels",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
65,2,1,-1.3409450051474032,3,1,-0.21855770480269585,1,0,1.111985295358974,0,1,"loyal, courageous, intelligent, obedient, protective, confident, is an excellent guard dog",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
66,2,1,-1.37552452506241,3,2,-0.3010311299033886,0,1,-1.2710230846725532,0,0,"loyal, courageous, intelligent, obedient, protective, confident, has a loud bark, is always wagging tail",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
67,2,1,-0.7185136466772832,9,0,1.1730082880233819,1,0,0.44786820584199094,1,1,"loyal, courageous, intelligent, obedient, protective, confident, is learning new tricks, has expressive eyes",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
68,2,1,-1.4101040449774165,9,2,-0.4470610963110478,0,0,-1.7007459073011892,0,0,"loyal, courageous, intelligent, obedient, protective, confident, is very playful, prefers quiet evenings at home",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,0
69,2,1,-1.3582347651049065,9,1,-0.2789032621446754,1,0,1.307313851099263,1,1,"loyal, courageous, intelligent, obedient, protective, confident, is very cuddly, is fluffy",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
70,2,1,-1.3063654852323965,2,1,-0.1407495136511324,0,0,-1.5444830627089579,1,0,"loyal, courageous, intelligent, obedient, protective, confident, enjoys long walks in the park",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
71,2,1,-1.37552452506241,2,2,-0.3335132575491968,0,0,0.6041310504342222,0,1,"loyal, courageous, intelligent, obedient, protective, confident, is always wagging tail",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
72,2,1,-1.3063654852323965,3,1,-0.12039001387313658,0,1,-0.21624888367499204,0,0,"loyal, courageous, intelligent, obedient, protective, confident, is an excellent guard dog",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
73,2,1,-1.3928142850199132,3,2,-0.4458278923244949,1,1,-0.5678402840075124,1,0,"loyal, courageous, intelligent, obedient, protective, confident, is an excellent guard dog",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
74,2,1,-1.3928142850199132,2,2,-0.4399643563884321,1,1,-0.5678402840075124,0,1,"loyal, courageous, intelligent, obedient, protective, confident, loves belly rubs",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
75,2,1,-1.3582347651049065,2,1,-0.3231822656618481,1,1,-1.0366288177842062,1,1,"loyal, courageous, intelligent, obedient, protective, confident, is always wagging tail",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
76,2,1,-1.01243956595484,2,0,0.8184388738896797,0,1,-0.7631688397478015,1,0,"loyal, courageous, intelligent, obedient, protective, confident, enjoys long walks in the park",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
77,2,1,-0.8049624464647999,3,0,1.1064036387496525,0,0,1.307313851099263,0,1,"loyal, courageous, intelligent, obedient, protective, confident, is a bit shy around strangers",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
78,2,1,-1.3063654852323965,2,1,-0.10990777998743706,1,0,-0.7241031285997437,1,1,"loyal, courageous, intelligent, obedient, protective, confident, has expressive eyes, loves to fetch",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
79,2,1,-1.3928142850199132,3,2,-0.38195723302095375,0,0,-0.9194316843400328,1,0,"loyal, courageous, intelligent, obedient, protective, confident, loves to fetch",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
80,2,1,-1.4101040449774165,9,2,-0.444175864342509,1,1,-1.7007459073011892,0,1,"loyal, courageous, intelligent, obedient, protective, confident, has a loud bark",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
81,2,1,-1.37552452506241,3,1,-0.39202064291122024,1,0,0.6041310504342222,0,0,"loyal, courageous, intelligent, obedient, protective, confident, is fluffy",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
82,2,1,-1.3409450051474032,2,1,-0.25985840435234453,1,1,0.6041310504342222,1,1,"loyal, courageous, intelligent, obedient, protective, confident, loves to fetch",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
83,2,1,-0.8395419663798066,3,0,1.086137210970642,1,0,1.111985295358974,0,0,"loyal, courageous, intelligent, obedient, protective, confident, loves belly rubs",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
84,2,1,-0.6839341267622766,2,0,1.2153676815614864,0,1,0.8385253173225691,1,1,"loyal, courageous, intelligent, obedient, protective, confident, is very playful, has a loud bark",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,0
85,2,1,-1.3582347651049065,2,1,-0.32263546766781054,1,0,-0.6850374174516859,1,1,"loyal, courageous, intelligent, obedient, protective, confident, is an excellent guard dog",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
86,2,1,-0.8395419663798066,3,0,1.0574128652838581,1,1,-0.6850374174516859,0,0,"loyal, courageous, intelligent, obedient, protective, confident, is learning new tricks",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
87,2,1,-1.37552452506241,3,1,-0.3400515654779018,1,1,0.6041310504342222,0,0,"loyal, courageous, intelligent, obedient, protective, confident, loves to fetch, prefers quiet evenings at home",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,1
88,2,1,-0.64935460684727,2,0,1.2386822173072596,0,1,-0.6069059951555702,1,1,"loyal, courageous, intelligent, obedient, protective, confident, is fluffy",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
89,2,1,-1.3928142850199132,2,2,-0.425049568551066,1,1,-0.880365973191975,0,1,"loyal, courageous, intelligent, obedient, protective, confident, is an excellent guard dog, enjoys long walks in the park",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
90,2,1,-1.3928142850199132,3,2,-0.3307676335791357,0,1,-0.5678402840075124,1,1,"loyal, courageous, intelligent, obedient, protective, confident, has expressive eyes, is fluffy",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
91,2,1,-1.3928142850199132,2,2,-0.4470610963110478,1,1,-0.5678402840075124,0,0,"loyal, courageous, intelligent, obedient, protective, confident, is a bit shy around strangers, is learning new tricks",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
92,2,1,-1.37552452506241,3,2,-0.3666817911875203,1,0,0.213473938953644,0,0,"loyal, courageous, intelligent, obedient, protective, confident, enjoys long walks in the park",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
93,2,1,-1.4101040449774165,9,2,-0.39065946492606285,1,1,-1.7007459073011892,0,1,"loyal, courageous, intelligent, obedient, protective, confident, is fluffy, is an excellent guard dog",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
94,2,1,-0.6666443668047732,9,0,1.283019390823798,0,1,-0.7631688397478015,0,0,"loyal, courageous, intelligent, obedient, protective, confident, is always wagging tail, has expressive eyes",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
95,2,1,-1.4101040449774165,3,2,-0.41233360668972346,1,0,-1.7007459073011892,1,0,"loyal, courageous, intelligent, obedient, protective, confident, has a loud bark",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
96,2,1,-0.9778600460398332,3,0,0.958907788357978,1,0,-0.9975631066361484,0,1,"loyal, courageous, intelligent, obedient, protective, confident, is always wagging tail, has expressive eyes",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
97,2,1,-1.4101040449774165,9,2,-0.4158819766510314,0,1,-1.7007459073011892,0,0,"loyal, courageous, intelligent, obedient, protective, confident, is always wagging tail",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
98,2,1,-1.4101040449774165,2,2,-0.44355926234923254,0,1,-1.7007459073011892,0,0,"loyal, courageous, intelligent, obedient, protective, confident, is fluffy, loves to chase squirrels",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,0,2
99,2,1,-0.7358034066347866,2,0,1.2137156535795006,0,0,-0.6459717063036281,1,0,"loyal, courageous, intelligent, obedient, protective, confident, is learning new tricks",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
100,2,1,-1.37552452506241,3,1,-0.31788879571956924,1,1,0.6041310504342222,1,1,"loyal, courageous, intelligent, obedient, protective, confident, is always wagging tail, loves to fetch",5,"active dog food, meat/rice/veg mix, eggs. gradual food changes, calcium/joint support.",1,1,2
101,2,7,1.6156039475856665,10,2,3.556582182032401,0,0,0.7994596061745113,0,0,"friendly, loyal, gentle, intelligent, playful, patient, is a bit shy around strangers",4,"high-protein dry food, boneless chicken, eggs, rice. portion control, avoid excessive beef/oily meat.",1,1,0
102,2,7,-0.8049624464647999,10,2,1.1720659340336577,1,0,0.09627680550947054,1,1,"friendly, loyal, gentle, intelligent, playful, patient, is fluffy, is very playful",4,"high-protein dry food, boneless chicken, eggs, rice. portion control, avoid excessive beef/oily meat.",1,0,0
103,2,7,-1.1507576456148665,0,1,0.4148321502906907,1,1,1.307313851099263,0,0,"friendly, loyal, gentle, intelligent, playful, patient, is great with kids, loves belly rubs",4,"high-protein dry food, boneless chicken, eggs, rice. portion control, avoid excessive beef/oily meat.",1,1,0
104,2,7,-0.7530931665922899,10,1,1.2583087750932478,1,0,0.2525396501017018,1,0,"friendly, loyal, gentle, intelligent, playful, patient, is very playful",4,"high-protein dry food, boneless chicken, eggs, rice. portion control, avoid excessive beef/oily meat.",1,0,0
105,2,7,-0.8049624464647999,8,0,1.1926115778096238,1,1,0.9557224507667426,1,0,"friendly, loyal, gentle, intelligent, playful, patient, is very cuddly",4,"high-protein dry food, boneless chicken, eggs, rice. portion control, avoid excessive beef/oily meat.",1,1,0
106,2,7,-0.11337204816466663,0,0,2.1240528756529957,0,0,1.2291824288031474,0,0,"friendly, loyal, gentle, intelligent, playful, patient, loves to chase squirrels, is learning new tricks",4,"high-protein dry food, boneless chicken, eggs, rice. portion control, avoid excessive beef/oily meat.",1,1,0
107,2,7,1.4427063480106332,0,1,3.485475174807767,0,0,-1.5835487738570158,0,0,"friendly, loyal, gentle, intelligent, playful, patient, is always wagging tail, loves to chase squirrels",4,"high-protein dry food, boneless chicken, eggs, rice. portion control, avoid excessive beef/oily meat.",1,0,0
108,2,7,1.2525189884780965,0,0,3.31615394065408,1,1,0.8385253173225691,0,1,"friendly, loyal, gentle, intelligent, playful, patient, is very playful",4,"high-protein dry food, boneless chicken, eggs, rice. portion control, avoid excessive beef/oily meat.",1,0,0
